_id,url,content,source,timestamp,title
5efac96de5472784c1b306bf,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%96%8B%E7%99%BC%E5%85%A8%E7%90%83%E9%A6%96%E5%89%B5%E6%99%B6%E5%9C%93%E5%80%89%E5%84%B2%E8%87%AA%E5%8B%95%E5%8C%96%E6%90%AC%E9%81%8B%E7%B3%BB%E7%B5%B1-%E6%9C%89%E6%95%88%E9%99%8D%E4%BD%8E95-%E4%BA%BA%E5%8A%9B%E6%90%AC%E9%81%8B%E9%87%8F-044916262.html,"【財訊快報／記者李純君報導】全球晶圓代工龍頭台積電(2330)宣布成功開發全球首創的「晶圓倉儲自動化搬運系統」，並已於今年第一季於晶圓十八A廠首先啟用，有效降低庫房員工每人每日95%搬運量，且估計可年減2,410公噸碳足跡，更預計將於民國110年年底前，陸續導入台灣廠區的十二吋超大晶圓廠。
台積電製造所需的原物料晶圓，每日由供應商配送至各廠區收貨碼頭，再由台積電庫房員工將盒裝晶圓取出、放上輸送帶分派至無塵室生產。為建構更安全無虞的工作環境、優化日常營運流程效率，台積電自民國107年起，由資材供應鏈管理處攜手風險管理、智能製造中心、製造材料品質可靠性部及新廠規畫部，合力啟動「人因工程—晶圓倉儲自動化」改善計畫，21個月內成功完成晶圓倉儲自動化搬運系統建置。
台積電晶圓倉儲自動化搬運系統以最新啟用的晶圓十八A廠為導入起點，透過輸送帶、自動導引運輸車與機器手臂的建置，民國109年第一次即減省95%非技術性人力負荷，每位庫房員工每日減少1.8公噸搬運量。
此外，考量系統占地面積、各晶圓廠收貨碼頭腹地空間，以及各廠區每日貨物吞吐量，晶圓十二B廠、晶圓十四Ａ／B廠及晶圓十五A／B廠，亦將於民國110年前陸續導入晶圓倉儲自動化搬運系統，而目前興建中的晶圓十八B廠，亦將同步建置晶圓倉儲自動化搬運系統。
台積電的晶圓倉儲自動化搬運系統，是全球第一座半導體晶圓收貨上架的自動化系統。因應系統導入，資材供應鏈管理處亦提出環境友善行動，同步展開各晶圓供應商的包材規格標準化作業，取代一次性的包材使用。透過台積電參與系統開發的各組織與供應商共同合作，經過不斷測試與修正，成功開發出業界第一套可重覆穩定應用於自動化系統的標準化包材，每年成功減少1,717公噸紙箱、288公噸保麗龍盒的使用，相當於減少2,410公噸碳足跡、1,345公噸水足跡，同時節能110萬度。",李純君,2020-06-30T04:49:16.000Z,個股：台積電開發全球首創晶圓倉儲自動化搬運系統，有效降低95%人力搬運量
5efac719e5472784c1ad5a0d,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E6%96%B0%E6%80%9D-%E5%BE%AE%E8%BB%9F%E5%90%88%E4%BD%9C-%E5%AE%8C%E6%88%90%E5%9C%A8%E9%9B%B2%E7%AB%AF%E7%92%B0%E5%A2%83%E6%8F%90%E4%BE%9B%E5%8F%AF%E6%93%B4%E5%B1%95%E6%99%82%E5%BA%8F%E7%B0%BD%E6%A0%B8%E6%B5%81%E7%A8%8B-043707820.html,"【財訊快報／記者李純君報導】晶圓代工大廠台積電(2330)、電子設計算動化(EDA)大廠新思科技(Synopsys)、微軟Azure三大廠今日宣布，合作完成用於雲端環境、具備開創性與高度可擴展性的時序簽核流程(timing signoff flow)。這項長達數個月、集合三方合作夥伴的大規模合作案，有效加速新一代系統單晶片的簽核路徑(path)。
台積電設計建構管理處資深處長Suk Lee表示，由於先進的製程技術、加上擴大的元件庫以及待分析的操作條件增加，使得晶片設計的複雜度不斷提高，因此設計簽核的周轉時間就變得非常重要。台積電是第一個與設計生態系合作夥伴和雲端供應商合作，藉由此合作，可加快SoC的上市時程。
採用台積電5奈米(N5)製程以及PrimeTime靜態時序分析和StarRC萃取的的百萬閘極晶片設計，在微軟Azure最新的Edsv4系列運算個體(compute instance)上執行時序簽核。藉由大規模並行處理數百台機器的運作，PrimeTime DMSA和StarRC多角萃取(multi-corner extraction)之向外擴展(scale-out)可大幅提高產出量。此外，在單一機器上執行多個情境，向內擴展(scaling-in)也可節省大量成本。",李純君,2020-06-30T04:37:07.000Z,個股：台積電、新思、微軟合作，完成在雲端環境提供可擴展時序簽核流程
5ee6ba43e5472784c1f1d290,https://tw.stock.yahoo.com/news/%E5%B7%A5%E5%95%86%E6%99%82%E5%A0%B1%E6%99%A8%E8%A8%8A-235602970.html,"◆搶地上權，正夯。
◆疲弱！5月景氣三亮黃藍燈。
◆名軒溢價59%，搶下鳳山地上權。
◆大家都在搶銀行，李長庚籲鬆綁。
◆中華電5G開台，大打總統牌。
◆6月消費者信心指數，首見回升。
◆南僑泰國投50億，搶食全球市場。
◆瑞德西韋，定價每劑390美元。
◆英相強生，擬仿效羅斯福新政，擴大公共支出度危機。
◆Fed首購企業債，巴菲特公司入列。
◆企業杯葛沒效，臉書無大礙。
◆切薩皮克能源聲請破產。
◆阻止仇恨言論散布，星巴克暫停社群媒體廣告投放。
◆電動車與自駕技術領先，特斯拉目標價，喊到7千美元。
◆封殺再起，美施壓歐洲趕走同方威視。
◆港版國安法，傳今拍板通過。
◆中歐談判，邁入關鍵階段。
◆中概股爆雷，金凰珠寶假黃金真詐貸。
◆世紀互聯，擬返港第二上市。
◆中概股回歸助力，花旗：恒指一年內上看28,226點。
◆陸資本帳對外開放重要里程，大灣區跨境理財通，將試點。
◆迎5G換機潮，華碩新機7月問世。
◆諾基亞，拿下台灣大百億獨家合約。
◆台灣大、亞太成三共首例，電信管理法7/1上路。
◆5G戰火熾，友訊急推新品搶市。
◆取得國韶實業100%股權，佳世達，透析事業拓版圖。
◆手機、消費性需求不如預期，集邦：NAND Flash Q3價跌5%內。
◆華建變天，市場派囊括董總。
◆陽明，拚提高自有船至45%。
◆大同決戰，市場派漏夜排隊卡位。
◆聚鼎第三季營運，優於本季。
◆世芯前5個月每股淨利4.9元。
◆宜特、閎康訂單湧，下半年添翼。
◆搭防疫特快車，圓展、圓剛除息行情夯。
◆大量訂單優於去年，可望漸入佳境。
◆真好玩三策略齊發，邁向穩定獲利。
◆偏光片喊漲，誠美材、明基材展望佳。
◆日電貿殖利率逾6%。
◆三商家購回穩，全年展望樂觀。
◆逸達治癌新藥，7月向FDA送件。
◆日成大啖轉單，能見度到Q3。
◆燁聯7月盤價續漲，連三月上調。
◆新昕纖迎遞延訂單，營運現轉機。
◆永道，申請上海A股掛牌。
◆東購高成長，東森國際進補。
◆獲短急單，全球傳動H1拚轉盈。
◆雲端業務靚，是方營運倒吃甘蔗。
◆聯發科可能增加出貨華為？郭明錤：市場預測過於樂觀。
◆研華、統一超，聯手打造未來超商。
◆防疫產能全開，宏遠、聚隆，Q3營運回溫。
◆八貫申請上市，最快年底掛牌。
◆金萬林新冠檢測試劑，下半年搶攻美國市場。",編輯部,2020-06-29T23:41:05.000Z,工商時報晨訊
5eead8f8e5472784c1b14b2e,https://tw.stock.yahoo.com/news/%E5%80%8B%E8%82%A1-%E5%8F%B0%E7%A9%8D%E9%9B%BB-2330-%E4%BB%8A%E6%97%A9%E5%BF%AB%E9%80%9F%E5%A1%AB%E6%81%AF-q3%E7%87%9F%E6%94%B6%E5%8F%AF%E6%9C%9B%E5%AD%A3%E5%A2%9E%E5%80%8B%E4%BD%8D%E6%95%B8%E7%99%BE%E5%88%86%E6%AF%94-023915186.html,"【財訊快報／記者李純君報導】晶圓代工龍頭台積電(2330)今早進行去年第四季股息2.5元的除息，開盤後2分鐘就順利填息，速度甚快；爾後隨大盤上下震盪，股價則在313到315元小幅波動，顯見維持小紅盤；就第三季展望部分，在全力替華為趕工，加上聯發科(2454)、NVIDIA、AMD等客戶追單的前提下，第三季營運將有個位數百分比的季增率。
台積電改為季度發放股息，並宣布年度四季合計配息會超過10元，而去年度第四季的現金股利在今天除息，配發2.5元現金股息，而台積電的除息，將影響大盤21.5點。台積電本次配發金額將達到648.25億元，預計7月16日發放。
昨日大盤資金明顯集中在防疫概念股，半導體類股疲弱，但外資卻在昨日對台積電買超5115張，顯見外資對台積電的填息看法偏多，也對台積電下半年營運前景並不像先前悲觀。
受惠於七奈米訂單強勁，台積電第二季營收目標101億至104億美元，可順利達陣，至於第三季的部分，一來美國加強對華為管制後，台積電先前對華為的接單，以及手上的半成品必須在緩衝期內生產完畢，加上下半年疫情舒緩，安卓陣營與蘋果陣營手機零件都將生產與拉貨，同時AI、高速運算與5G相關的新款晶片訂單強勁，為此，台積電第三季營收將有季增一成內的表現。",李純君,2020-06-18T02:39:15.000Z,個股：台積電(2330)今早快速填息，Q3營收可望季增個位數百分比
5ee89eabe5472784c1e5d72c,https://tw.stock.yahoo.com/news/%E9%9B%86%E4%B8%AD%E5%B8%82%E5%A0%B4-%E5%A4%96%E8%B3%87%E8%BD%89%E8%B3%A3%E8%B6%85156%E5%84%84%E5%85%83-%E6%8A%95%E4%BF%A1%E7%8D%A8%E6%8C%91%E6%A2%81-071553666.html,"【時報編輯李慧蘭綜合報導】外資終止連10日買超、轉賣超156億元，投信獨撐盤，大盤淚別10400關。雖美股上周五止跌反彈，但市場憂心美、中爆發第二波新冠疫情，衝擊道指期貨周一下挫近900點、歐美期油價同步下殺，台股集中市場也跟隨嚇跌，大盤指數開高走低，盤初台積電 (2330) 、大立光 (3008) 雖奮力向高檔挺進，但不敵空軍壓境，盤中華新科 (2492) 、玉晶光 (3406) 股東會釋出審慎看下半年消息，空頭更趁勢座大，10400城池告失，尾盤鴻海 (2317) 、台積電、玉晶光、聯發科 (2454) 等遭空頭再踹一腳，大盤指數再壓低收在11306.26點，下跌123.68點，總成交值縮減至1746.58億元，險守10300關，高低點分別為11469.84點、11299.45點，震盪達197.39點。
今日盤面電子族群僅靠資訊服務股獨撐大局，其餘皆墨；而造紙、生醫、電機族群逆勢揚升，表現相對抗跌。分析師指出，第二波疫情恐將再起，台股今日弱勢整理，近期美國經濟展望不確定使得美股震盪，外加大陸疫情加劇以及端午節長假即將來臨，短線台股雖然仍維持在多方格局，但恐將難脫震盪整理。
今日外資終止連10日來的買超、轉賣超156.2745億元，回吐上周逾半買超金額，自營商賣超24.9899億元，投信則買超12.2152億元，三大法人賣超169.04億元。上周外資買超298.85億元，投信買超18.01億元，自營商賣超9.29億元，三大法人買超307.57億元；6月以來至12日止，外資買超762.27億元，投信買超85.38億元，自營商買超130.25億元，三大法人買超977.91億元。加計今日賣超，外資6月來累計買超606億元，今年來累計賣超6021.18億元。
分析師表示，觀察外資動向，6月以來外資在現貨市場天天買超，新台持續升值，市場資金動能充沛，整體偏多格局不變，端午節連假前，台股將持續高檔震盪整理格局。目前除權息旺季即將來臨，操作上不妨考慮，長期配息穩定的績優股為主。(編輯整理：李慧蘭)",時報資訊,2020-06-15T07:15:53.000Z,《集中市場》外資轉賣超156億元 投信獨挑梁
5ee89f8ce5472784c1e6c48c,https://tw.stock.yahoo.com/news/%E7%86%B1%E9%96%80%E6%97%8F%E7%BE%A4-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%93%AC%E8%B5%B4%E7%BE%8E%E8%A8%AD%E5%BB%A0-%E8%A8%AD%E5%82%99%E5%BB%A0%E5%90%8C%E8%A1%8C%E6%90%B6%E5%95%86%E6%A9%9F-045448279.html,【時報記者沈培華台北報導】台積電 (2330) 有意赴美設廠，包括設備廠帆宣 (6196) 、無塵室廠漢唐 (2404) 均表態有意一同赴美，爭取台積電美國廠商機。其他台積電相關供應鏈雖未必一同赴美設廠，但也可望將受惠此商機。台積電日前宣布，擬在美國亞利桑那州設廠，預計2021年動工，2024年量產，初步規劃月產能2萬片。台積電預計2021年至2029年投資約120億美元。台積電美國新廠平均一年投資13.3億美元，僅占今年資本支出150億至160億美元的8%至9%，不過，仍吸引多家半導體設備廠，有意爭取台積電美國廠商機。根據去年台積公司所選出的優良供應商，有三家來自台灣，其中包括無塵室工程廠漢唐。漢唐指出，不僅將配合赴美，並計劃在美國設公司。至於其他台積電的合作夥伴有周邊系統供應商帆宣 (6196) 、設備清洗大廠世禾 (3551) ；再生晶圓廠昇陽半 (8028) ；EUV光罩盒供應商家登 (3680) 等。設備暨廠務系統服務廠帆宣表示，有意爭取台積電美國廠相關訂單。帆宣在美國已有團隊。針對台積電有意赴美設廠，家登表示目前已在美國設有辦公室，雖不會隨台積電赴美設廠，會以在台灣製造後運送至美國方式因應。京鼎 (3413) 除了幫美系設備大廠代工之外，旗下產品也有晶圓廠區所需的環境污染廢水監控設備。公司表示，晶圓廠擴大投資，均有利於半導體設備需求，且越高階製程越需要微污染防治產品。不過，未來是否會到當地設廠，視客戶需求狀況而定。另外，市場點名去年獲得台積電化學材料品質合作優良供應商獎的關東鑫林，與長春石油及勝一化工也將共同赴美。台積電表示，不評論市場揣測。,時報資訊,2020-06-15T04:54:48.000Z,《熱門族群》台積電擬赴美設廠 設備廠同行搶商機
5ee728b4e5472784c1e9a240,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E8%A7%A3%E6%9E%90-%E4%B8%AD%E7%BE%8E-%E7%96%AB-%E7%8C%B6%E6%9C%AA%E7%9B%A1-%E5%A4%9A%E7%A9%BA%E5%B0%8D%E5%B3%9910400%E9%97%9C-035239901.html,【時報記者張漢綺台北報導】中美新冠肺炎疫情似增溫，台股力守10400點！大陸北京新冠肺炎本土案例攀升，且美國疫情未止，讓各國解封拚經濟是否引發全球二度疫情疑慮增加，加上美國聯準會對經濟前景看法保守，上週四美股重挫，今天盤前期指續弱，讓上週五拉尾盤的台股今天以平高盤開出，不過盤中台積電 (2330) 及鴻海 (2317) 等權值股走弱，傳產類股亦乏善可陳，讓台股指數一度由紅翻黑，失守10400點。所幸股王—大立光 (3008) 力守紅盤之上，生醫及中小型股續強，中化生 (1762) 、基亞 (3176) 、台耀 (4746) 、合世 (1781) 、優盛 (4121) 、勝一 (1773) 等盤中股價亮燈漲停，在多空激戰下，台股指數在平盤附近震盪，截至11點35分，加權股價指數11424.16點，下跌5.78點，成交量1042.15億元；OTC指數為152.97點，上漲1.11點，成交量302.64億元。今日上市各類股以造紙類股表現最佳，上漲5.08%，其次是生醫類股及化生醫類股，分別上漲3.25%及2.38%，表現較差者為觀光類股、網通類股及半導體類股，其中觀光類股下跌0.78%，網通類股下跌0.59%、半導體類股下跌0.58%；上櫃部分，表現最佳為航運類股，上漲4.59%，表現最差為觀類股，下跌0.48%。就技術面來看，受到美國經濟前景未明，上週美股漲多後重挫影響，台股亦同步拉回，上週加權股價指數收盤為11429.94點，累計一週下跌49.46點，跌幅為0.43%，週K線收黑，為連3紅後首度翻黑。週成交值為10115.70億元，較前一週增加；上櫃收盤指數為 151.86點，累計一週下跌1.53點，跌幅為1%，週K線收黑，為連11紅後首度翻黑。週成交值3195.66億元，較前一週增加；今天台股受到美股盤前期指下跌拖累，指數開高走低，盤中由紅翻黑，失守11400點；全球股市歷經驚驚漲創高後，近期中美新冠肺炎疫情增溫，二度疫情疑慮再起，潑了樂觀期待解封後經濟回升的全球股市一桶冷水，美股在上週四重挫，上週五雖然反彈，但今天盤前指數再度走弱，多頭氣氛受挫，台股亦因美股重挫拉回，上週台股指數連2日回檔下跌，今天盤中指數亦開高走低，失守11400點，修正乖離均線過大後的技術面，由於台股短線指標日KD翻轉向下，多頭攻勢受阻，在國際股市氛圍偏空下，短線指數不排除還有下探空間，不過，6月以來外資於現貨天天買超，加上新台幣持續走升，市場資金充沛，且指數短中期均線多頭排列，指數拉回恰提供進場良機，整體偏多格局不變。台新高股息平衡基金經理人劉宇衡表示，經濟數據，疫情發展，企業獲利，原物料走勢等四面向是目前主要觀察重點，5月份中國PMI保持在50以上，而美國ISM雖為回升，但仍在50榮枯值以下，但在逐步解封下，市場預期美國經濟數據可望隨中國2月觸底模式逐步上揚；企業獲利方面，目前持續面臨下修壓力，市場反映的2020本益比均已遠比年初為高，而原物料在需求逐步回升下，油價及銅價應已過底部，故整體基本面方向為改善，但風險持續存在，因此，在加權指數波段大漲下，追高宜提升風險意識。劉宇衡指出，支撐目前股市的主要力道來自資金行情，在低利率暨低成長環境下，市場追逐高殖利率標的，預期外資回流將是下一波台股資金動能，整體市場本益比已回到近十年平均值以上約一個標準差，評價並不低，但全球低利率環境將突顯台股高殖利率優勢，且中、美貿易及疫情爭端將有利台灣產業面替代性，故價值面及基本面仍有利台股，可以利用短線拉回修正找買點。在類股操作上，隨著除權息旺季來臨，建議以長期配息穩定的績優股為主要核心持股方向，另亦可布局殖利率在市場均值之上且有高度成長之標的，看好半導體及網通二大族群。,時報資訊,2020-06-15T03:52:39.000Z,《盤中解析》中美「疫」猶未盡 多空對峙10400關
5ee728b4e5472784c1e9a253,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%82%A1%E5%83%B9%E5%8F%97%E6%8A%91-%E8%82%A1%E6%81%AF2-5%E5%85%8318%E6%97%A5%E9%99%A4%E6%81%AF-022746889.html,"【時報記者沈培華台北報導】台積電ADR上周五收高1.74%，但美股電子盤下跌；台積電 (2330) 今早股價開平後下壓，盤中跌1元為315元。去年第4季每股股息2.5元，預計本周四(6月18日)除息，7月16日發放。
台積電ADR上周五收56美元，上漲0.96美元或1.74%，折合台幣每股約333.33元。台積電上周五股價收在316元，外資仍買超4882張。
台積電上周舉行股東會，累計自前周以來，外資持續回補台積電並做多台股；外資上周持續買超台積電5萬2516張，累計連10個交易日共買超台積電達11萬5064張。目前外資對台積電持股比率回升至75.81%。
台積電上周二(9日)股東常會登場，董事長劉德音針對外界關心的華為禁令等議題逐一說明，強調台積電展望不變，並有信心持續穩定成長。此外，即使失去華為訂單，相信有其他客戶可以替補。
針對2020年展望，劉德音表示，台積電今年資本支出計畫不會改變，金額將維持150億至160億美元，今年營運展望也不會改變，營收將成長14%至19%。
至於美國設廠一事，劉德音說，台積電赴美國設廠都是為客戶而做，絕對符合公司利益，並會找下游廠商一同赴美。",時報資訊,2020-06-15T02:27:46.000Z,《半導體》台積電股價受抑 股息2.5元18日除息
5ee728b4e5472784c1e9a294,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%A4%96%E8%B3%87%E8%B2%B7%E4%B8%8D%E5%81%9C-14%E6%AA%94%E5%BC%B7%E8%80%85%E6%81%86%E5%BC%B7-234221599.html,"【時報-台北電】外資6月起轉站買方、累積買超逾762億元，法人認為，儘管2020下半年終端需求展望有慮，惟隨各地逐步解封，資本市場最大衝擊時間點已過，包括台積電 （2330） 、英業達 （2356） 等擁5G、伺服器、雲端等色彩的電子股獲外資連日回補，12日多逆勢收紅、抗跌，有機會強者恆強。
外資今年至5月賣超台股6,627億元，但6月起已轉站買方、且天天買超，盤面上電子股與防疫股爭霸。而外資6月起對台積電買不停、累積已逾11萬張，如宣告電子族群重回主流，另有包括英業達、緯創、鴻海、穩懋、華通、敦泰、聯茂、欣銓、先豐、台燿、玉晶光、聯詠、致茂等獲外資連5～15天敲進，累積買超3,052～45,389張不等。
保德信高成長基金經理人葉獻文表示，受到美聯準會（Fed）釋出悲觀預期，市場轉向震盪，台股自6月大漲後受雜音影響短線拉回。但中長期而言，全球央行推出史無前例財政與貨幣政策，在熱錢湧進和經濟活動陸續解封刺激下，預期美股將持續扮演多頭明燈帶動全球股市。在資金行情發酵過程中，投資人可逢低伺機加碼，看好產業如下半年將出新蘋手機、5G、雲端等相關供應鏈。
群益奧斯卡基金經理人朱翡勵表示，6月歐美各國逐步解封，全球經濟由窒息式停擺的谷底走出，進入復甦階段，已見到（1）歐美經濟數據由谷底止穩，不再呈雪崩式下滑；（2）歐美解除封城，民眾開始外出消費，需求力道由谷底回升；（3）終端電子生產訂單已停止砍單，進一步浮現加單需求，有利後續生產製造數據回溫，總體經濟最壞情況已過，後續需求消費、生產訂單數據皆可望由谷底回升，預期台股呈現震盪向上格局的機率較高。(新聞來源：工商時報─記者方歆婷／台北報導)",時報資訊,2020-06-14T23:42:21.000Z,《台北股市》外資買不停 14檔強者恆強
5ee728b4e5472784c1e9a291,https://tw.stock.yahoo.com/news/%E6%9C%9F%E8%B2%A8-%E7%B1%8C%E7%A2%BC%E9%9D%A2%E5%88%A9%E7%A9%BA%E6%96%B9-%E6%B0%B8%E8%B1%90%E6%9C%9F%E8%B2%A8%E6%8F%90%E4%BE%9B-233824278.html,"【時報-台北電】台指期上周五下跌100點至11391點。價差方面，台指期逆價差縮至-38.94點，電子期逆價差縮至-1.02點，金融期逆價差縮至-2.5點。現貨部分，三大法人買超46.91億元。
在台指期淨部位方面，三大法人淨多單減少6012口至8871口，其中外資多單減碼且空單加碼，淨多單減少5639口至35137口；十大交易人中的特定法人全月份台指期淨空單增加5610口至-6794口。
受聯準會悲觀的經濟預測，及市場擔心第二波新冠疫情再度爆發，市場引發拋售潮，恐慌指數VIX飆高，油價暴跌也使能源股重挫。美國上周四四大指數全面下跌，道瓊下跌6.9%，標普500下跌5.89%，那斯達克下跌5.27%，費半指數下跌6.39%。
而台股ADR也無法倖免，台積電上周四ADR大跌4.36%。台股上周五早盤開低，盤中一度重挫近300點，所幸盤中跌幅收斂，月線有所支撐，終場以11429.94點作收。
權值股來看，台積電 (2330) 、大立光 (3008) 、鴻海 (2317) 皆下跌，但尾盤台積電、鴻海都湧入大量，可見市場有意逢低承接。台股上周五跳空下跌，但K線留下長下影線，月線有支撐，雖整體長線依然有利多方，但目前投資人須注意風險，全球經濟衰退的疑慮及疫情的不確定性，是對市場較不利的因素，而本周台股能否回補跳空缺口為目前技術面的觀察重點，投資人宜謹慎操作。
選擇權未平倉量部分，買權未平倉最大量集中在11700點，賣權未平倉最大量集中在10200點。全月份未平倉量put/call ratio值由1.64降至1.56。VIX指數上漲3.03至26.06。整體選擇權籌碼面有利空方。(永豐期貨提供)",時報資訊,2020-06-14T23:38:24.000Z,《期貨》籌碼面利空方(永豐期貨提供)
5ee6f519e5472784c17fe4ee,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-18%E6%97%A5%E9%99%A4%E6%81%AF-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%A1%AB%E6%81%AF%E8%B5%B0%E5%8B%A2%E5%82%99%E5%8F%97%E9%97%9C%E6%B3%A8-233558826.html,"【時報-台北電】新冠疫情在中美日等地恐出現第二波疫情，本周台股步入台指期結算、台積電18日除息、股東會旺季等因素，專家仍樂觀看資金行情及外資持續回補效應，最看好蘋果概念、後疫情內需消費商機、股東會及殖利率等題材類股。
權王台積電自2017年近五次除息以來，填息表現強強滾，約在2～32天內完成填息，18日台積電將辦理2019年第四季股息2.5元除息，將配發648.26億元股利，能否快速填息，也攸關台股走勢。
統一投顧董事長黎方國指出，美、台第二季經濟不佳，以及美國可能發生第二波疫情，前者在市場預期中，且歐美第三季GDP將回復成長，台灣則有產業旺季及蘋果四款新機提前拉貨效應，帶動科技股業績成長動能；而即使發生第二波疫情，預期衝擊也較第一波疫情輕。
黎方國表示，之前油國組織相關國家主權基金因油價劇跌有變現及達成預算的釋股壓力，但在全球解封以及經濟走向復甦，操作策略已轉為積極追求績效，加以美國蘋果、亞馬遜等大廠股價及那斯達克指數創高，帶動台股電子股走勢，台灣今年GDP維持正值及高現金殖利率，外資6月來買超762億餘元，將持續回補，短線指數區間介於11,450到11,800點；本周適逢權王台積電除息，指數拉回找買點，看好蘋果概念、股東會概念及殖利率題材、後疫情內需消費股等。
第一金投顧董事長陳奕光表示，上周美國FED會議確認趨近零利率之貨幣政策延續至2022年底，加以維持購債及美國財長表態將再發紓困金，營造資金寬鬆環境，資金持續流入台股在內的新興市場，台股獲外資回補以及持續軋空行情，有利盤勢維持區間高檔震盪走勢，研判上周低檔11,244點到月線11,171點為下方強勁支撐區，上方將挑戰11,800點，拉長觀察則是年線11,038點到12,000點大箱型區間。
陳奕光指出，蘋果確定將推四款新機，將是帶動台股電子股第三季拉貨及業績成長主要動能，因此蘋概股成短線投資組合首選，另看好5G去美化概念股（華為轉單）、遊戲股（暑假旺季）、金融股（股東會旺季）、觀光內需股（後疫情受惠）、原物料股（油價回升）等。（新聞來源：工商時報─記者林燦澤／台北報導）",時報資訊,2020-06-14T23:35:58.000Z,《各報要聞》18日除息 台積電填息走勢備受關注
